Year,Country,Fuels_Coal,Fuels_Oil,Fuels_Gas,Fuels_Cement,Fuels_Flaring,Fuels_Bunkers,Fuels_Total
1999,BGR,7.26060666192757,3.26437432046551,1.6793536304939,0.301979186717223,0.0346897430532385,0.0638927429039301,12.60489628556137
2000,BGR,7.20013903162248,2.88849453358708,1.82042408163137,0.330667806351616,0.0339632833126896,0.120200469432314,12.393889205937548
2001,BGR,8.20586140826865,2.96681386575354,1.6867825522418,0.33526469435357,0.0340945712635535,0.166864451419214,13.395681543300327
2002,BGR,7.59404107201528,2.96370210884341,1.51452740482304,0.331526796104763,0.033016472143756,0.191356345524017,12.628170199454264
2003,BGR,8.51408389028877,3.16128900637739,1.58175992600435,0.347304174405864,0.0317300760068083,0.247261028930131,13.883428102013314
2004,BGR,8.17281164357626,3.17586822287615,1.58620102787303,0.394174121678513,0.0323814817788167,0.223755013646288,13.58519151142906
2005,BGR,8.04868323745936,3.32873187422287,1.79239106304995,0.441618328646802,0.0338776782105213,0.248087046943231,13.893389228532731
2006,BGR,8.18636031326949,3.44788604902531,1.8358020623467,0.422947920586769,0.0351084471018271,0.237007476200873,14.165112268530969
2007,BGR,9.10681774552427,3.39508397712417,1.88009880671587,0.5402173977904,0.0381500678220739,0.193006784934498,15.15337477991128
2008,BGR,8.86774995064762,3.22712855759565,1.83333433537235,0.518473633533616,0.0414681199205194,0.277055835152838,14.765210432222592
2009,BGR,7.44486366808354,3.09318196099758,1.37877147436591,0.268278508659261,0.0892886247242077,0.300672079694323,12.575056316524822
2010,BGR,7.99625415958459,2.98290047005828,1.4660044932079,0.220329403030671,0.102173580605954,0.220128236899563,12.987790343386958
2011,BGR,9.4119101393159,2.76195929047783,1.67795546181998,0.214873811295356,0.107663696910159,0.203164495087336,14.37752689490656
2012,BGR,8.02853515981422,2.90694755502675,1.57170733823777,0.267819969025138,0.104536584200236,0.187969118449782,13.067515724753898
2013,BGR,6.8234573640458,2.61995886877516,1.53061426816149,0.243349673351269,0.112447658384945,0.207251936681223,11.537079769399885
2014,BGR,7.25512218508897,2.88659577302386,1.52533744562456,0.2486689396212,0.104795206035321,0.208046760262009,12.22856630965592
2015,BGR,7.55449966885682,3.13848964713708,1.61879304665875,0.301701389810508,0.163857819814411,0.21817859470524,12.995520166982809
2016,BGR,6.59260447731775,3.24736584407078,1.62052478960525,0.325903179295041,0.2218640981493,0.2398685632369,12.248130951675025
2017,BGR,7.03947646769551,3.32343658989477,1.64775097018105,0.3382379043594,0.239481854930883,0.262717168721616,12.85110095578323
2018,BGR,6.02874728695132,3.38281274121294,1.57782926126745,0.333925367890181,0.194174001361925,0.279311420081659,11.796800078765472
2019,BGR,5.66788582478817,3.55121009801913,1.43142604058704,0.310527542935676,0.225710699668412,0.258499367661681,11.445259573660108
2020,BGR,4.42426993079844,3.30388968624424,1.4537417279937,0.290912888584975,0.186785011905755,0.183753724911108,9.843352970438218
2021,BGR,5.55688997219628,3.47940427480557,1.70219593810619,0.289406396509895,0.15352679488648,0.185839484572138,11.367262861076552
2022,BGR,6.5672336035047,3.82734470228612,1.40160946492486,0.286734189917829,0.15352679488648,0.214764620871443,12.451213376391433
1879,BGR,,,,,,0.0,0.0
1880,BGR,,,,,,0.0,0.0
1885,HRV,0.00133974310824,0.0,0.0,0.0,0.0,0.0,0.00133974310824
1890,HRV,0.0040192293247202,0.0,0.0,0.0,0.0,0.0,0.0040192293247202
1891,HRV,0.0046891008788402,0.0,0.0,0.0,0.0,0.0,0.0046891008788402
1892,HRV,0.0051915045444302,0.0,0.0,0.0,0.0,0.0,0.0051915045444302
1893,HRV,0.0092107338691504,0.0,0.0,0.0,0.0,0.0,0.0092107338691504
1894,HRV,0.0175841282956509,0.0,0.0,0.0,0.0,0.0,0.0175841282956509
1895,HRV,0.0175841282956509,0.0,0.0,0.0,0.0,0.0,0.0175841282956509
1896,HRV,0.019593742958011,0.0,0.0,0.0,0.0,0.0,0.019593742958011
1897,HRV,0.0152395778562308,0.0,0.0,0.0,0.0,0.0,0.0152395778562308
1898,HRV,0.0231105686171411,0.0,0.0,0.0,0.0,0.0,0.0231105686171411
1899,HRV,0.0269623300533313,0.0,0.0,0.0,0.0,0.0,0.0269623300533313
1900,HRV,0.0365079996995418,0.0,0.0,0.0,0.0,0.0,0.0365079996995418
1901,HRV,0.039857357470142,0.0,0.0,0.0,0.0,0.0,0.039857357470142
1902,HRV,0.0373453391421918,0.0,0.0,0.0,0.0,0.0,0.0373453391421918
1903,HRV,0.040527229024262,0.0,0.0,0.0,0.0,0.0,0.040527229024262
1904,HRV,0.0432067152407421,0.0,0.0,0.0,0.0,0.0,0.0432067152407421
1905,HRV,0.0468910087884023,0.0,0.0,0.0,0.0,0.0,0.0468910087884023
1906,HRV,0.0561017426575528,0.0,0.0,0.0,0.0,0.0,0.0561017426575528
1907,HRV,0.0571065499887328,0.0,0.0,0.0,0.0,0.0,0.0571065499887328
1908,HRV,0.061460715090513,0.0,0.0,0.0,0.0,0.0,0.061460715090513
1909,HRV,0.0631353939758131,0.0,0.0,0.0,0.0,0.0,0.0631353939758131
1910,HRV,0.0624655224216931,0.0,0.0,0.0,0.0,0.0,0.0624655224216931
1911,HRV,0.0676570269661233,0.0,0.0,0.0,0.0,0.0,0.0676570269661233
1912,HRV,0.0693317058514234,0.0,0.0,0.0,0.0,0.0,0.0693317058514234
1913,HRV,0.190410989258619,0.0,0.0,0.0,0.0,0.0,0.190410989258619
1919,HRV,0.136486329151957,0.0,0.0,0.0,0.0,0.0,0.136486329151957
1920,HRV,0.181200255389469,0.0,0.0,0.0,0.0,0.0,0.181200255389469
1921,HRV,0.19292300758657,0.0,0.0,0.0,0.0,0.0,0.19292300758657
1922,HRV,0.183470344320761,0.0968709010784728,0.0,0.0,0.0,0.0,0.2803412453992338
1923,HRV,0.208493868601587,0.0973024958542085,0.0,0.0,0.0,0.0,0.3057963644557955
1924,HRV,0.213189003711498,0.100310883616678,0.0,0.0,0.0,0.0,0.313499887328176
1925,HRV,0.21707049327579,0.127076017653377,0.0,0.0,0.0,0.0,0.344146510929167
1926,HRV,0.199854441990343,0.135248802958203,0.0,0.0,0.0,0.0,0.335103244948546
1927,HRV,0.221536382371587,0.157108513594762,0.0,0.0,0.0,0.0,0.378644895966349
1928,HRV,0.186859725817518,0.131741495111722,0.0,0.105729373244863,0.0,0.0,0.424330594174103
1929,HRV,0.281100025218077,0.186486263866984,0.0014912666874926,0.0,0.0,0.0,0.4690775557725536
1930,HRV,0.223952545082626,0.214914907878503,0.0025779012039731,0.0,0.0,0.0,0.4414453541651021
1931,HRV,0.180041373407986,0.10017074722683,0.0034444337604448,0.118219479615824,0.0,0.0,0.4018760340110848
1932,HRV,0.15191463917406,0.132376049299314,0.0010752361898842,0.0819346703791847,0.0,0.0,0.3673005950424429
1933,HRV,0.139649917894848,0.120281015730016,0.0,0.0797377049837218,0.0,0.0,0.3396686386085858
1934,HRV,0.151825531326235,0.116101271655412,0.0,0.0855800235293019,0.0,0.0,0.3535068265109489
1935,HRV,0.159995078963538,0.108156609084148,0.0,0.10142437061671,0.0,0.0,0.369576058664396
1936,HRV,0.149416881912986,0.136347090382599,0.0010655408940459,0.0784414605759444,0.0,0.0,0.3652709737655754
1937,HRV,0.18594056220072,0.137051282903852,0.0011684117439268,0.083156084683735,0.0,0.0,0.4073163415322339
1938,HRV,0.249574677980977,0.0015359478506636,0.0015844358091275,0.132154311292921,0.0,0.0,0.3848493729336891
1939,HRV,0.273523105587519,0.0015974484150615,0.0016478778696581,0.127483105182245,0.0,0.0,0.4042515370544838
1940,HRV,0.468629683525503,0.0022900190208808,0.0,0.0,0.0,0.0,0.4709197025463837
1943,HRV,0.0,0.0001813046525482,0.0,0.0165313872833869,0.0,0.0,0.0167126919359351
1944,HRV,0.0,0.0041866972132502,0.0,0.0,0.0,0.0,0.0041866972132502
1945,HRV,0.175784127363599,0.0314040900300778,0.0017997487774667,0.027631601003445,0.0,0.0,0.2366195671745885
1946,HRV,0.317408478428965,0.0289809427967788,0.0049826391707302,0.113818563175756,0.0,0.0,0.4651906235722301
1947,HRV,0.384557614938706,0.0399102247374593,0.0088221730217463,0.211802457912694,0.0,0.0,0.6450924706106057
1948,HRV,0.460128616884563,0.0465734668712045,0.0061991913738871,0.215209699999249,0.0,0.0,0.7281109751289037
1949,HRV,0.518261084779015,0.0786055794209425,0.0061197780792111,0.22917811543244,0.0,0.0,0.8321645577116086
1950,HRV,0.280155767008279,0.372299636832113,0.0177975628554772,0.130919579581146,0.0,0.0214,0.8225725462770151
1951,HRV,0.263149626072195,0.356506517479261,0.0148966474412643,0.123841760785897,0.0,0.0214,0.7797945517786173
1952,HRV,0.295576453222691,0.291917730450305,0.0183742297143165,0.154397216587102,0.0,0.0202,0.7804656299744145
1953,HRV,0.226377525837217,0.38158441059342,0.0272895132415871,0.120890988722771,0.0,0.021,0.7771424383949952
1954,HRV,0.29061253088632,0.44184994902994,0.0306787519887536,0.139267160781721,0.0,0.0204,0.9228083926867344
1955,HRV,0.35168510696977,0.477933190084408,0.0394050197642963,0.164245650322572,0.0,0.02,1.0532689671410465
1956,HRV,0.413178984388184,0.558295993977069,0.0449499084772438,0.166162304738613,0.0,0.0196,1.2021871915811098
1957,HRV,0.417831857147743,0.617331558489594,0.0468770238055096,0.200806200592418,0.0,0.0194,1.3022466400352648
1958,HRV,0.394197278106029,0.62841680471508,0.0495372833998599,0.192323441114508,0.0,0.0254,1.289874807335477
1959,HRV,0.442456937920272,0.742417163531134,0.0520646595996867,0.212971664869163,0.0,0.0182,1.4681104259202558
1960,HRV,0.455952700155318,0.85374216029347,0.0553441418645927,0.219340348483964,0.0,0.015,1.5993793507973448
1961,HRV,0.489717005080359,0.887517275462532,0.0662128055581334,0.218029169826801,0.0,0.0034,1.6648762559278256
1962,HRV,0.472620958145238,0.943408261402034,0.0654507611252146,0.223353409244666,0.0,0.003,1.7078333899171527
1963,HRV,0.502945388054458,1.07139724898875,0.078298959208225,0.244066825614744,0.0,0.0026,1.899308421866177
1964,HRV,0.542069040615629,1.25505135802295,0.1028782263873,0.250356945353353,0.0,0.0024,2.1527555703792323
1965,HRV,0.461776866284403,1.40056184539456,0.130313114663413,0.221717122750438,0.0,0.0018,2.2161689490928143
1966,HRV,0.392202294019452,1.47212920566044,0.123587493536958,0.206926972754325,0.0,0.0016,2.196445965971175
1967,HRV,0.300847840850776,1.62274890066827,0.119435441924784,0.175904643166328,0.0,0.0014,2.2203368266101577
1968,HRV,0.275179740392349,1.78084861568398,0.135857571145634,0.181677037853631,0.0,0.001,2.3745629650755937
1969,HRV,0.258038811976363,1.86285506482092,0.160340021889424,0.180242976333428,0.0,0.0008,2.462276875020135
1970,HRV,0.329079400463998,2.47771467524971,0.215675468480648,0.197010377065938,0.0,0.0,3.2194799212602945
1971,HRV,0.377852031530348,2.6029315073189,0.257390990164478,0.229643775001028,0.0,0.0,3.467818304014754
1972,HRV,0.3498010040606,2.31604744169626,0.315773531317912,0.264022213591078,0.0,0.0,3.24564419066585
1973,HRV,0.286318272060529,3.08023772417925,0.277481135927113,0.238228812842582,0.0,0.0,3.8822659450094736
1974,HRV,0.297543239177507,3.04061544629002,0.307330003012866,0.251856972277108,0.0,0.0,3.8973456607575008
1975,HRV,0.329945676506544,3.13950750304894,0.319967443430775,0.275235323673167,0.0,0.0,4.064655946659426
1976,HRV,0.317606033131022,3.2644129861101,0.326375822828301,0.285682661105659,0.0,0.0,4.194077503175082
1977,HRV,0.287017922502417,3.15525953558683,0.345218139919602,0.289013730846699,0.0,0.0,4.076509328855549
1978,HRV,0.27724134504056,3.62685651358277,0.360505209092297,0.292743331310727,0.0,0.0,4.557346399026354
1979,HRV,0.282495727021634,3.96156874659268,0.418103131038329,0.296080060540213,0.0,0.0,4.958247665192856
1980,HRV,0.270239313050085,3.77519702898847,0.52313822845319,0.299522857845411,0.0055020922769202,0.0,4.873599520614077
1981,HRV,0.459146895456772,3.7120589064844,0.731762722229987,0.386545647490621,0.0069272893918576,0.0,5.296441461053637
1982,HRV,0.362671860000569,3.41489141123773,0.725843918162322,0.35476102143254,0.0062768805629321,0.0,4.864445091396093
1983,HRV,0.436557672410789,3.62589897969474,0.801481225635631,0.368681600286896,0.0058793335419502,0.0,5.238498811570006
1984,HRV,0.499150493935157,3.66619624367197,0.981488563470707,0.372321092736289,0.0059725639658422,0.0,5.525128957779965
1985,HRV,0.520635787082789,3.72797752123441,1.01714377100226,0.363955431241253,0.0069978863298989,0.0,5.636710396890612
1986,HRV,0.514853461984662,3.98002363461211,1.03087454534426,0.355947004141108,0.0067969428039409,0.0,5.888495588886082
1987,HRV,0.498627854289838,3.73703959343237,1.15711985678772,0.346964985503938,0.0079973936879515,0.0,5.747749683701817
1988,HRV,0.493442890454321,3.9536540614164,1.1443101448673,0.333566565108728,0.0079760485547035,0.0,5.932949710401453
1989,HRV,0.507956055757593,3.83750620179857,1.23306985167552,0.327294600761319,0.0085663812441683,0.0,5.914393091237171
1990,HRV,0.813976346060236,3.6133626852061,1.32992259185253,0.296452659811759,0.158983926183593,0.175722515556769,6.388420724670988
1991,HRV,0.521595727265374,2.60756069289142,1.11417392757808,0.192197541665014,0.157455146422311,0.0257353165938865,4.618718352416086
1992,HRV,0.407286695028422,2.46902549354163,1.17688593566533,0.225601608799667,0.16042231008221,0.0197304093886463,4.458952452505906
1993,HRV,0.33007613300743,2.53387649950034,1.2914978118499,0.186245601389017,0.214592590336996,0.0497549454148472,4.60604358149853
1994,HRV,0.219404237277009,2.50966642009639,1.19861006537994,0.227622336850512,0.192432891778996,0.110209646888646,4.457945598271492
1995,HRV,0.234117169469657,2.87629386993989,1.04902263439531,0.169929755498541,0.22810694590504,0.0950459568504367,4.652516332058875
1996,HRV,0.18608234632686,2.92353239982065,1.17712302094136,0.18628977406264,0.221151937612213,0.0925994319323144,4.786778910696038
1997,HRV,0.291762674561472,3.06503084485514,1.24076598182055,0.218862505231988,0.208064639967024,0.0846461864901747,5.109132832926349
1998,HRV,0.277829521987899,3.27518647667708,1.17386699694975,0.235028544222618,0.184894392076003,0.0918241942139738,5.238630126127323
1999,HRV,0.243098675179092,3.47431741938932,1.22035140698818,0.308021613894191,0.180639807593624,0.08502637680131,5.511455299845717
2000,HRV,0.489905898343718,3.04715490685242,1.24518379403639,0.343069490250574,0.194164626620064,0.0706283012827511,5.390107017385917
2001,HRV,0.52038734520119,3.17092083366394,1.32385807436481,0.393907484773379,0.208010669808648,0.0795493693504367,5.696633777162404
2002,HRV,0.632617957464727,3.30845712476376,1.37156960950133,0.388523391207051,0.21188867571925,0.0716692730895197,5.984726031745638
2003,HRV,0.709519432116908,3.6374962781424,1.33862909366811,0.389448377656474,0.198908791643369,0.0686941168668122,6.342696090094073
2004,HRV,0.756033130987473,3.36594060116192,1.43446417338918,0.412115259176166,0.212314158016674,0.0776269270196507,6.258494249751063
2005,HRV,0.749837825083249,3.51951156143013,1.39628860468211,0.420835774529291,0.206534967391821,0.0921268664028384,6.385135599519439
2006,HRV,0.697228746658839,3.60544210669373,1.38089339258843,0.446253091549756,0.209053208924321,0.0888785317139738,6.427749078129049
2007,HRV,0.757902530445211,3.6847709699297,1.6023065956576,0.453471388856763,0.198580032463872,0.0963555346615721,6.793387052014719
2008,HRV,0.777543811755682,3.41879510976733,1.55378573554676,0.427890427586912,0.173804171935762,0.105065354858079,6.456884611450525
2009,HRV,0.55378269378981,3.40580118357771,1.43455281248564,0.34033285122827,0.15662149554175,0.0797381902292576,5.970829226852438
2010,HRV,0.747325117244193,2.89324243659492,1.55907041349837,0.330299103388348,0.147795368773911,0.0859963103984716,5.763728749898214
2011,HRV,0.76269031647774,2.85359499225396,1.51864853580457,0.295279995068761,0.15253479190728,0.105661141621179,5.688409773133491
2012,HRV,0.677886245189238,2.65878035772346,1.4178075659058,0.282400971201491,0.129159906456449,0.0934843419759825,5.2595193884524205
2013,HRV,0.730891716221274,2.48475777437738,1.34055886339705,0.31141567139738,0.123579619755023,0.103442529748908,5.094646174897014
2014,HRV,0.701319783947999,2.45403673436169,1.17496521427693,0.334357859579694,0.120404766075114,0.104739413209607,4.889823771451034
2015,HRV,0.648546514723372,2.57081491210063,1.2175172460159,0.319114274017467,0.0681043428957314,0.0996312386735808,4.923728528426682
2016,HRV,0.699024324374008,2.55716464492886,1.29069595748732,0.293806775382096,0.0646076743005998,0.106158176501092,5.011457552973976
2017,HRV,0.423379737283736,2.73265647860525,1.48257628087334,0.351323850719525,0.08504187757687,0.128048560971616,5.203026786030337
2018,HRV,0.395353494203315,2.61613328804019,1.37619892855776,0.330436230356278,0.0776841404545473,0.170555757423581,4.966361839035671
2019,HRV,0.457841759934423,2.5440687893476,1.4313593559136,0.323174379985552,0.0783127551777235,0.186619065966157,5.021376106325056
2020,HRV,0.388603094675703,2.25795505206922,1.50631127262259,0.331045053260325,0.0786528230003419,0.062098717849345,4.624666013477524
2021,HRV,0.450989617457956,2.38046906365064,1.4632333823062,0.328833714594067,0.0774898662031644,0.0628035906390233,4.763819234851051
2022,HRV,0.450989617457956,2.56358206854684,1.31691004407558,0.323555964106869,0.0774898662031644,0.0725787061022517,4.805106266492661
1850,HRV,,,,,,0.0,0.0
1851,HRV,,,,,,0.0,0.0
1852,HRV,,,,,,0.0,0.0
1853,HRV,,,,,,0.0,0.0
1854,HRV,,,,,,0.0,0.0
1855,HRV,,,,,,0.0,0.0
1856,HRV,,,,,,0.0,0.0
1857,HRV,,,,,,0.0,0.0
1858,HRV,,,,,,0.0,0.0
1859,HRV,,,,,,0.0,0.0
1860,HRV,,,,,,0.0,0.0
1861,HRV,,,,,,0.0,0.0
1862,HRV,,,,,,0.0,0.0
1863,HRV,,,,,,0.0,0.0
1864,HRV,,,,,,0.0,0.0
1865,HRV,,,,,,0.0,0.0
1866,HRV,,,,,,0.0,0.0
1867,HRV,,,,,,0.0,0.0
1868,HRV,,,,,,0.0,0.0
1869,HRV,,,,,,0.0,0.0
1870,HRV,,,,,,0.0,0.0
1871,HRV,,,,,,0.0,0.0
1872,HRV,,,,,,0.0,0.0
1873,HRV,,,,,,0.0,0.0
1874,HRV,,,,,,0.0,0.0
1875,HRV,,,,,,0.0,0.0
1876,HRV,,,,,,0.0,0.0
1877,HRV,,,,,,0.0,0.0
1878,HRV,,,,,,0.0,0.0
1879,HRV,,,,,,0.0,0.0
1880,HRV,,,,,,0.0,0.0
1881,HRV,,,,,,0.0,0.0
1882,HRV,,,,,,0.0,0.0
1883,HRV,,,,,,0.0,0.0
1884,HRV,,,,,,0.0,0.0
1886,HRV,,,,,,0.0,0.0
1887,HRV,,,,,,0.0,0.0
1888,HRV,,,,,,0.0,0.0
1889,HRV,,,,,,0.0,0.0
1914,HRV,,,,,,0.0,0.0
1915,HRV,,,,,,0.0,0.0
1916,HRV,,,,,,0.0,0.0
1917,HRV,,,,,,0.0,0.0
1918,HRV,,,,,,0.0,0.0
1941,HRV,,,,,,0.0,0.0
1942,HRV,,,,,,0.0,0.0
1950,CYP,0.0010138888888888,0.0719861111111111,0.0,0.0,0.0,0.003,0.0759999999999999
1951,CYP,0.0010131578947368,0.0759868421052632,0.0,0.0,0.0,0.003,0.08
1952,CYP,0.003,0.083,0.0,0.0,0.0,0.003,0.089
1953,CYP,0.002,0.098,0.0,0.0,0.0,0.004,0.104
1954,CYP,0.001,0.12,0.0,0.0,0.0,0.006,0.127
1955,CYP,0.0,0.123,0.0,0.0,0.0,0.011,0.134
1956,CYP,0.004,0.175,0.0,0.0049594488188976,0.0,0.035,0.2189594488188976
1957,CYP,0.001,0.213,0.0,0.0089270078740157,0.0,0.032,0.2549270078740158
1958,CYP,0.000995238095238,0.197057142857143,0.0,0.0108588312710911,0.0,0.053,0.2619112122234722
1959,CYP,0.001,0.215,0.0,0.0109107874015748,0.0,0.037,0.2639107874015748
1960,CYP,0.0,0.23,0.0,0.0119026771653543,0.0,0.032,0.2739026771653543
1961,CYP,0.0,0.223,0.0,0.0128945669291339,0.0,0.022,0.2578945669291339
1962,CYP,0.0,0.234,0.0,0.0128945669291339,0.0,0.009,0.2558945669291339
1963,CYP,0.0,0.256,0.0,0.0128945669291339,0.0,0.027,0.2958945669291339
1964,CYP,0.0,0.263,0.0,0.0099188976377952,0.0,0.02,0.2929188976377953
1965,CYP,0.0,0.301,0.0,0.0128945669291339,0.0,0.01,0.3238945669291339
1966,CYP,0.001,0.325,0.0,0.0128945669291339,0.0,0.015,0.3538945669291339
1967,CYP,0.0,0.347,0.0,0.0247972440944882,0.0,0.014,0.3857972440944882
1968,CYP,0.001,0.41,0.0,0.0317404724409449,0.0,0.04,0.4827404724409448
1969,CYP,0.001,0.422,0.0,0.0327323622047244,0.0,0.019,0.4747323622047244
1970,CYP,0.0,0.429,0.0,0.035708031496063,0.0,0.038,0.502708031496063
1971,CYP,0.001,0.472,0.0,0.0410647219425143,0.0,0.044,0.5580647219425143
1972,CYP,0.002,0.597,0.0,0.0576422420364361,0.0,0.057,0.7136422420364361
1973,CYP,0.001,0.62,0.0,0.0622783296842665,0.0,0.073,0.7562783296842664
1974,CYP,0.0,0.479,0.0,0.0474096720477579,0.0,0.051,0.577409672047758
1975,CYP,0.0,0.457,0.0,0.0863477107701591,0.0,0.024,0.5673477107701591
1976,CYP,0.0,0.533,0.0,0.145953153199008,0.0,0.038,0.7169531531990081
1977,CYP,0.0,0.581799174690509,0.0,0.154930696631078,0.0,0.054,0.7907298713215871
1978,CYP,0.0,0.615,0.0,0.161479449113267,0.0,0.063,0.8394794491132669
1979,CYP,0.0,0.665,0.0,0.1661797283974,0.0,0.079,0.9101797283974
1980,CYP,0.0,0.707,0.0,0.182914698224479,0.0,0.079,0.968914698224479
1981,CYP,0.0,0.69,0.0,0.154883816798665,0.0,0.086,0.9308838167986648
1982,CYP,0.0,0.701,0.0,0.160682562868604,0.0,0.103,0.964682562868604
1983,CYP,0.0,0.717,0.0,0.14308408655035,0.0,0.12,0.98008408655035
1984,CYP,0.038,0.714,0.0,0.130793856577626,0.0,0.147,1.029793856577626
1985,CYP,0.054,0.702,0.0,0.102349985988877,0.0,0.151,1.009349985988877
1986,CYP,0.04,0.81,0.0,0.134188573747096,0.0,0.157,1.141188573747096
1987,CYP,0.109097061442565,0.89879964381122,0.0,0.134285036674939,0.0,0.203,1.3451817419287242
1988,CYP,0.066,0.942,0.0,0.137622046197304,0.0,0.216,1.361622046197304
1989,CYP,0.054,0.988,0.0,0.166988783313764,0.0,0.252,1.460988783313764
1990,CYP,0.0632478753029289,1.00825129048432,0.0004953602620087,0.182222707423581,0.0,0.245875,1.5000922334728386
1991,CYP,0.0632478753029289,1.15277957330036,0.0004003002183406,0.171654203056769,0.0,0.280980895196507,1.6690628470749054
1992,CYP,0.0169530387409913,1.28683947316268,0.0005233897379912,0.187092521834061,0.0,0.277231441048035,1.7686398645237589
1993,CYP,0.0202132384988742,1.33145607335947,0.000437308951965,0.203842521834061,0.0,0.235568504366812,1.7915176470111824
1994,CYP,0.0176050786925678,1.39124442358139,0.0004649290393013,0.213912663755458,0.0,0.251067139737991,1.874294234806708
1995,CYP,0.0130407990315317,1.36958188764747,0.0004204967248908,0.204972434497817,0.0,0.276614355895196,1.8646299737969056
1996,CYP,0.0117367191283786,1.45061135163815,0.0003760644104803,0.221303766375546,0.0,0.285796943231441,1.969824844783996
1997,CYP,0.0123887590799551,1.48267882938658,0.0003006277292576,0.212900109170306,0.0,0.289600982532751,1.9978693078988496
1998,CYP,0.0169530387409913,1.57005771681882,0.0002281659388646,0.201832150655022,0.0,0.300947052401747,2.090018124555445
1999,CYP,0.0195611985472976,1.63863534140976,0.0002501910480349,0.201991266375546,0.0,0.354275927947598,2.214713925328237
2000,CYP,0.0319499576272527,1.68753072557745,0.0004563318777292,0.208162663755458,0.0,0.391312227074236,2.319411905912126
2001,CYP,0.0345581174335591,1.65530386407438,4.54421397379915e-05,0.203341703056768,0.0,0.429543668122271,2.322792794826716
2002,CYP,0.0345581174335591,1.69852243346022,0.0001144923580785,0.209057041484716,0.0,0.37347134279476,2.315723427531334
2003,CYP,0.0345581174335591,1.80426588790011,0.0001995360262008,0.20496288209607,0.0,0.379704148471616,2.423690571927556
2004,CYP,0.037494306715848,1.84646763444608,0.0002583788209607,0.220439956331878,0.0,0.296482532751092,2.4011428090658584
2005,CYP,0.0415725709606987,1.89507629308881,0.0002637827510917,0.215114082969432,0.0,0.477660480349345,2.629687210119377
2006,CYP,0.0411211517467249,1.9461795940259,0.000318231441048,0.224072325327511,0.0,0.483546397379913,2.6952376999210967
2007,CYP,0.0323501364628821,2.04299624378659,0.00030182860262,0.221728438864629,0.0,0.462155021834061,2.759531669550782
2008,CYP,0.0301964792576419,2.10249672332098,0.0001465065502183,0.223308133187773,0.0,0.451676037117904,2.8078238794345167
2009,CYP,0.0160589246724891,2.09701904103687,0.0003108351528384,0.18370769650655,0.0,0.409570141921397,2.706666639290144
2010,CYP,0.0193250272925764,2.03045763235275,0.0002013373362445,0.151487718340611,0.0,0.386468340611354,2.587940055933536
2011,CYP,0.0083446779475982,1.96078775039072,0.0002479803493449,0.149029203056769,0.0,0.405242358078603,2.5236519698230357
2012,CYP,0.0003280294759825,1.83771177272611,0.0001497816593886,0.137700873362445,0.0,0.395959879912664,2.3718503371365904
2013,CYP,0.0003280294759825,1.58718123914443,0.0002157478165938,0.205320414847162,0.0,0.417649563318777,2.210694994602945
2014,CYP,0.0024967521834061,1.6253966045494,0.0001110807860262,0.265764737991266,0.0,0.411881823144105,2.3056509986542038
2015,CYP,0.0040084334061135,1.65621339976409,0.0001086790393013,0.239390556768559,0.0,0.414387554585153,2.3141086235632167
2016,CYP,0.0005325600436681,1.76716942894712,0.0001075327510917,0.241060862445415,0.0,0.486722980349345,2.49559336453664
2017,CYP,0.0031914574235807,1.78842430954182,0.0001140829694323,0.251876965065502,0.0,0.492083515283843,2.5356903302841785
2018,CYP,0.0146969978165939,1.74656370359878,6.09843522561863e-05,0.23148567139738,0.0,0.517002583945592,2.509809941110602
2019,CYP,0.018572980349345,1.76301031690848,6.16448326055265e-05,0.215396424672489,0.0,0.521261838565725,2.518303205328645
2020,CYP,0.0152693777292576,1.62461552675578,6.00436681222738e-05,0.240807041484716,0.0,0.327810221806737,2.2085622114446126
2021,CYP,0.043394077510917,1.63020634930054,8.15593158660845e-05,0.239849072052402,0.0,0.331531144130618,2.245062202310343
2022,CYP,0.043394077510917,1.63020634930054,8.15593158660845e-05,0.239849072052402,0.0,0.383132576159559,2.296663634339284
1860,CZE,0.0552364802193814,0.0,0.0,0.0,0.0,0.0,0.0552364802193814
1861,CZE,0.181599387022624,0.0,0.0,0.0,0.0,0.0,0.181599387022624
1862,CZE,0.30871895793846,0.0,0.0,0.0,0.0,0.0,0.30871895793846
1863,CZE,0.435838528854297,0.0,0.0,0.0,0.0,0.0,0.435838528854297
1864,CZE,0.562958099770133,0.0,0.0,0.0,0.0,0.0,0.562958099770133
1865,CZE,0.69007767068597,0.0,0.0,0.0,0.0,0.0,0.69007767068597
1866,CZE,0.817197241601807,0.0,0.0,0.0,0.0,0.0,0.817197241601807
1867,CZE,0.943560148405049,0.0,0.0,0.0,0.0,0.0,0.943560148405049
1868,CZE,1.07067971932089,0.0,0.0,0.0,0.0,0.0,1.07067971932089
1869,CZE,1.19779929023672,0.0,0.0,0.0,0.0,0.0,1.19779929023672
1870,CZE,1.32491886115256,0.0,0.0,0.0,0.0,0.0,1.32491886115256
1871,CZE,1.4520384320684,0.0,0.0,0.0,0.0,0.0,1.4520384320684
1872,CZE,1.57840133887164,0.0,0.0,0.0,0.0,0.0,1.57840133887164
1873,CZE,1.70552090978747,0.0,0.0,0.0,0.0,0.0,1.70552090978747
