Year,Country,Fuels_Coal,Fuels_Oil,Fuels_Gas,Fuels_Cement,Fuels_Flaring,Fuels_Bunkers,Fuels_Total
1992,EU27,393.976811247706,413.128154725504,156.38611309402,23.6195464247565,5.87814654055278,42.8217016185026,1035.8104736510418
1993,EU27,377.285047010228,410.126986356326,158.844894241192,22.1635723987726,5.80671410354849,43.7659695759466,1017.9931836860136
1994,EU27,371.710229722988,408.866604125269,158.840111626161,23.606237235486,5.62217795090066,44.5764835355968,1013.2218441964015
1995,EU27,367.085749425063,412.722203034125,170.683198856712,24.5403849369056,5.78212489181751,45.4147668009793,1026.2284279456026
1996,EU27,366.633190428865,423.437583682614,184.907891034643,23.6957687088985,5.65263983272932,48.0820982820111,1052.409171969761
1997,EU27,353.208064255102,421.233873434301,181.260887417693,24.22874848873,6.01236595178016,51.305660601642,1037.2496001492482
1998,EU27,338.169862228158,428.757067716422,185.779771833623,24.7376664120625,5.79231338398994,53.8987044859259,1037.1353860601814
1999,EU27,321.746034459819,423.819006969192,191.692196105511,25.1157043695997,5.78252898803152,54.6135167468153,1022.7689876389686
2000,EU27,329.436976851607,413.854639685276,196.567278735501,25.4633237523635,5.66142982922517,57.5546349261228,1028.5382837800955
2001,EU27,328.32107497375,424.839184506479,203.17343187558,24.8455072944832,5.35195449331122,58.5959258309789,1045.1270789745824
2002,EU27,329.812097880717,421.987849489325,204.732969805071,24.5984642620874,5.53239438628367,59.6163554127975,1046.2801312362817
2003,EU27,338.90851741133,424.766965203666,215.129400435254,24.9334528245933,5.80565722793123,61.3532428490158,1070.8972359517902
2004,EU27,337.746025411745,422.905391341752,220.032019069987,26.0785080161407,5.46120225539297,64.8778327987378,1077.1009788937554
2005,EU27,327.767498842306,421.413465234472,226.082536957378,26.2059770087655,5.69193518553224,67.5171804294255,1074.6785936578792
2006,EU27,332.688788063578,417.301904545771,226.429595943311,26.9635751189091,6.22005050923474,71.814759396528,1081.418673577332
2007,EU27,338.282048542052,402.841821947138,224.09351764069,28.1778907594779,6.16051113682428,75.0118462880153,1074.5676363141977
2008,EU27,314.195712507508,399.953427208677,230.709364056064,26.2181566229658,6.09639411705324,74.8534020506075,1052.0264565628756
2009,EU27,276.892909427575,379.387710596067,215.930962210914,21.4351965964787,5.57168170949936,67.4141117244956,966.6325722650296
2010,EU27,291.564041090601,374.420852230565,233.326695527583,21.0022150686425,5.75831065657994,68.1050553379773,994.1771699119488
2011,EU27,296.977400180373,359.045548184439,215.581990388819,20.6590173024377,5.90125206061243,68.4576476045382,966.6228557212196
2012,EU27,296.24569250254,346.412000568177,210.962137771083,19.4690459379508,5.88311472845745,65.3580236754446,944.3300151836528
2013,EU27,288.152828204037,338.981691522927,205.206779109212,18.4523505274984,6.3358680918069,63.4983127822391,920.6278302377204
2014,EU27,277.577714103709,334.066797774179,182.581361059325,19.3226706297237,6.15398610875729,63.0356019423177,882.7381316180117
2015,EU27,276.408129873591,341.137560300641,191.103355612206,19.1534886745966,6.05359661718595,64.2473663259636,898.1034974041842
2016,EU27,262.880804768298,345.190710251325,202.110979201034,19.1461950818442,5.92559308673172,67.0167883443879,902.2710707336208
2017,EU27,258.918004723805,346.610266256441,209.747949503104,19.7320484912834,6.07104582044462,69.9523550595841,911.031669854662
2018,EU27,245.502206682785,343.403499015385,205.838060686813,20.0895058055043,5.97879408257473,72.5008345025146,893.3129007755766
2019,EU27,201.694009044153,343.34850489544,211.629816005386,20.0753547701254,5.75728385472472,72.8421657859252,855.3471343557543
2020,EU27,166.852524762884,310.887268936485,206.171644266165,19.2162412999059,5.17147361998045,47.8233200698271,756.1224729552474
2021,EU27,189.266649095105,325.623406040039,215.927795198504,19.7651783004907,4.83782752992242,48.3661550621868,803.7870112262478
2022,EU27,194.124909648817,337.580840949902,187.341710299608,19.5756841940364,4.84208058644436,55.8941442334225,799.3593699122302
1850,AUT,0.635,0.0,0.0,0.0,0.0,0.0,0.635
1851,AUT,0.637,0.0,0.0,0.0,0.0,0.0,0.637
1852,AUT,0.767,0.0,0.0,0.0,0.0,0.0,0.767
1853,AUT,0.88,0.0,0.0,0.0,0.0,0.0,0.88
1854,AUT,0.867,0.0,0.0,0.0,0.0,0.0,0.867
1855,AUT,1.01,0.0,0.0,0.0,0.0,0.0,1.01
1856,AUT,1.155,0.0,0.0,0.0,0.0,0.0,1.155
1857,AUT,1.33,0.0,0.0,0.0,0.0,0.0,1.33
1858,AUT,1.977,0.0,0.0,0.0,0.0,0.0,1.977
1859,AUT,1.601,0.0,0.0,0.0,0.0,0.0,1.601
1860,AUT,1.678,0.0,0.0,0.0,0.0,0.0,1.678
1861,AUT,1.741,0.0,0.0,0.0,0.0,0.0,1.741
1862,AUT,1.734,0.0,0.0,0.0,0.0,0.0,1.734
1863,AUT,1.604,0.0,0.0,0.0,0.0,0.0,1.604
1864,AUT,1.38200216450216,0.0029978354978355,0.0,0.0,0.0,0.0,1.3849999999999956
1865,AUT,1.459,0.002,0.0,0.0,0.0,0.0,1.461
1866,AUT,0.977,0.004,0.0,0.0,0.0,0.0,0.981
1867,AUT,1.336,0.005,0.0,0.0,0.0,0.0,1.341
1868,AUT,1.64700603136309,0.0099939686369119,0.0,0.0,0.0,0.0,1.657000000000002
1869,AUT,1.754,0.016,0.0,0.0,0.0,0.0,1.77
1870,AUT,1.984,0.026,0.0,0.0,0.0,0.0,2.01
1871,AUT,2.73498807372606,0.0330119262739429,0.0,0.0,0.0,0.0,2.768000000000003
1872,AUT,2.692,0.039,0.0,0.0,0.0,0.0,2.7310000000000003
1873,AUT,2.874,0.054,0.0,0.0,0.0,0.0,2.928
1874,AUT,2.441,0.057,0.0,0.0,0.0,0.0,2.498
1875,AUT,2.07796875,0.06703125,0.0,0.0,0.0,0.0,2.145
1876,AUT,2.117,0.091,0.0,0.0,0.0,0.0,2.208
1877,AUT,1.901,0.087,0.0,0.0,0.0,0.0,1.988
1878,AUT,1.888,0.088,0.0,0.0,0.0,0.0,1.976
1879,AUT,2.34103223140496,0.0779677685950413,0.0,0.0,0.0,0.0,2.4190000000000014
1880,AUT,6.359,0.095,0.0,0.0,0.0,0.0,6.454
1881,AUT,2.692,0.123,0.0,0.0,0.0,0.0,2.8150000000000004
1882,AUT,2.79,0.103,0.0,0.0,0.0,0.0,2.893
1883,AUT,3.12,0.09,0.0,0.0,0.0,0.0,3.21
1884,AUT,3.019,0.109,0.0,0.0,0.0,0.0,3.128
1885,AUT,3.173,0.115,0.0,0.0,0.0,0.0,3.2880000000000003
1886,AUT,2.99703414948454,0.105965850515464,0.0,0.0,0.0,0.0,3.103000000000004
1887,AUT,3.25197218899522,0.0930278110047847,0.0,0.0,0.0,0.0,3.3450000000000046
1888,AUT,3.163,0.099,0.0,0.0,0.0,0.0,3.262
1889,AUT,3.39996754910333,0.11403245089667,0.0,0.0,0.0,0.0,3.514
1890,AUT,3.453,0.105,0.0,0.0,0.0,0.0,3.558
1891,AUT,3.964,0.115,0.0,0.0,0.0,0.0,4.079
1892,AUT,3.824,0.124,0.0,0.0,0.0,0.0,3.948
1893,AUT,4.697,0.134,0.0,0.0,0.0,0.0,4.831
1894,AUT,4.833,0.115,0.0,0.0,0.0,0.0,4.948
1895,AUT,5.457,0.103,0.0,0.0,0.0,0.0,5.56
1896,AUT,5.776,0.037,0.0,0.0,0.0,0.0,5.813
1897,AUT,6.237,0.046,0.0,0.0,0.0,0.0,6.283
1898,AUT,6.6300065917603,0.0439934082397004,0.0,0.0,0.0,0.0,6.674
1899,AUT,6.718,0.055,0.0,0.0,0.0,0.0,6.773
1900,AUT,7.559,0.0,0.0,0.0,0.0,0.0,7.559
1901,AUT,7.738,0.0,0.0,0.0,0.0,0.0,7.738
1902,AUT,7.013,0.0,0.0,0.0,0.0,0.0,7.013
1903,AUT,7.014,0.0,0.0,0.0,0.0,0.0,7.014
1904,AUT,7.426,0.0,0.0,0.0,0.0,0.0,7.426
1905,AUT,7.808,0.0,0.0,0.0,0.0,0.0,7.808
1906,AUT,9.328,0.0,0.0,0.0,0.0,0.0,9.328
1907,AUT,11.653,0.0,0.0,0.0,0.0,0.0,11.653
1908,AUT,16.384,0.0,0.0,0.0,0.0,0.0,16.384
1909,AUT,11.911,0.0,0.0,0.0,0.0,0.0,11.911
1910,AUT,16.044,0.0,0.0,0.0,0.0,0.0,16.044
1911,AUT,13.412,0.0,0.0,0.0,0.0,0.0,13.412
1912,AUT,14.107,0.0,0.0,0.0,0.0,0.0,14.107
1913,AUT,16.644,0.0,0.0,0.0,0.0,0.0,16.644
1914,AUT,13.552,0.0,0.0,0.0,0.0,0.0,13.552
1915,AUT,9.646,0.0,0.0,0.0,0.0,0.0,9.646
1916,AUT,2.48,0.0,0.0,0.0,0.0,0.0,2.48
1917,AUT,0.942,0.0,0.0,0.0,0.0,0.0,0.942
1918,AUT,0.911,0.0,0.0,0.0,0.0,0.0,0.911
1919,AUT,0.823,0.0,0.0,0.0,0.0,0.0,0.823
1920,AUT,3.898,0.067,0.0,0.0,0.0,0.0,3.965
1921,AUT,5.198,0.08,0.0,0.0,0.0,0.0,5.2780000000000005
1922,AUT,4.98598284700315,0.0870171529968454,0.0,0.0,0.0,0.0,5.072999999999996
1923,AUT,4.765,0.087,0.0,0.0,0.0,0.0,4.851999999999999
1924,AUT,5.35,0.134,0.0,0.0,0.0,0.0,5.484
1925,AUT,5.064,0.119,0.0,0.0,0.0,0.0,5.183
1926,AUT,4.941,0.141,0.0,0.0,0.0,0.0,5.082
1927,AUT,5.339,0.153,0.0,0.0,0.0,0.0,5.492
1928,AUT,5.51395331143005,0.199034411205257,0.0,0.0704363510207083,0.0,0.0,5.783424073656015
1929,AUT,6.30104500681922,0.21796696469162,0.0,0.0783474169195285,0.0,0.0,6.597359388430368
1930,AUT,4.804,0.263,0.0,0.0813349606299212,0.0,0.0,5.148334960629922
1931,AUT,4.639,0.261,0.0,0.0406674803149606,0.0,0.0,4.940667480314961
1932,AUT,3.871,0.215,0.007,0.0476107086614173,0.0,0.0,4.140610708661417
1933,AUT,3.57108056628057,0.274929214929215,0.0,0.0376821091417627,0.0,0.0,3.8836918903515474
1934,AUT,3.492,0.22,0.0,0.0416593700787402,0.0,0.0,3.753659370078741
1935,AUT,3.506,0.244,0.0,0.0495944881889764,0.0,0.0,3.799594488188976
1936,AUT,3.407,0.253,0.0,0.0495944881889764,0.0,0.0,3.709594488188976
1937,AUT,3.86592819404419,0.241057877041306,0.0,0.0575434222469309,0.0,0.0,4.164529493332426
1938,AUT,1.44391386953768,0.0480303989867004,0.0,0.0873415786927837,0.0,0.0,1.579285847217164
1939,AUT,1.50812824956672,0.120930098209128,0.0,0.100122991580125,0.0,0.0,1.729181339355973
1940,AUT,1.548,0.346,0.0,0.110099763779528,0.0,0.0,2.004099763779528
1941,AUT,1.51630348943985,0.545749311294766,0.0,0.114014950326457,0.0,0.0,2.176067751061073
1942,AUT,1.511,0.729,0.0,0.092245748031496,0.0,0.0,2.332245748031496
1943,AUT,1.595,0.924,0.0,0.10414842519685,0.0,0.0,2.62314842519685
1944,AUT,1.547,1.016,0.0,0.0,0.0,0.0,2.563
1945,AUT,0.850317014446228,0.372700642054575,0.0219823434991974,0.0,0.0,0.0,1.2450000000000006
1946,AUT,2.70077541642734,0.707203044227455,0.0220063182079265,0.0525852551705735,0.0,0.0,3.482570034033295
1947,AUT,3.974,0.774,0.026,0.037691811023622,0.0,0.0,4.811691811023622
1948,AUT,5.6408439323657,0.829124046087087,0.116017357474188,0.0972197419943186,0.0,0.0,6.6832050779212935
1949,AUT,6.0708368950779,1.00913911484903,0.0260035847235627,0.146819924896676,0.0,0.0,7.252799519547169
1950,AUT,4.744,0.532,0.253,0.173580708661417,0.0,0.0,5.702580708661417
1951,AUT,5.14581023622047,0.744117165354331,0.26004094488189,0.199401239345279,0.0,0.0,6.34936958580197
1952,AUT,4.747,0.826,0.263,0.187467165354331,0.0,0.0,6.02346716535433
1953,AUT,4.564,0.875,0.299,0.18845905511811,0.0,0.0,5.92645905511811
1954,AUT,4.992,1.141,0.336,0.219207637795276,0.0,0.0,6.688207637795276
1955,AUT,5.24,2.031,0.412,0.25094811023622,0.0,0.0,7.933948110236221
1956,AUT,5.45370827380179,1.58320561111833,0.400051954799325,0.260900891106627,0.0,0.005,7.702866730826072
1957,AUT,5.603,1.664,0.409,0.287648031496063,0.0,0.005,7.968648031496062
1958,AUT,5.075,1.857,0.443,0.290623700787402,0.0,0.006,7.671623700787403
1959,AUT,4.718,1.964,0.609,0.326331732283464,0.0,0.001,7.618331732283464
1960,AUT,4.926,2.297,0.797,0.381877559055118,0.0,0.001,8.402877559055119
1961,AUT,4.82,2.607,0.843,0.415601811023622,0.0,0.002,8.687601811023622
1962,AUT,4.93653391022174,3.00932547322877,0.884095619253651,0.41267077408942,0.0,0.001,9.24362577679358
1963,AUT,5.349,3.367,0.922,0.446350393700787,0.0,0.001,10.085350393700788
1964,AUT,5.16848667482814,3.97737451737452,0.961090498163669,0.508887366650032,0.0,0.002,10.61783905701636
